"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27"
"1" 0 0.391868142710479 0 0 0 -0.602756383444447 0 0 0 0 0 0.222085778392612 0 0 0 0 0 -0.257602062751948 0 0.339038936554428 0 0 0 0 -0.461047801313904 0.521729777752704 0
"2" 0 0.391868142710479 0 0 0 -0.602756383444447 0 0 0 0 0 0.222085778392612 0 0 0 0 0 -0.257602062751948 0 0.339038936554428 0 0 0 0 -0.461047801313904 0.506497643671202 0
"3" 0 0.391868142710479 0 0 0 -0.602756383444447 0 0 0 0 0 0.222085778392612 0 0 0 0 0 -0.257602062751948 0 0.339038936554428 0 0 0 0 -0.461047801313904 0.506497643671202 0
"4" 0 0.391868142710479 0 0 0 -0.602226491753724 0 0 0 0 0 0.222085778392612 0 0 0 0 0 -0.257602062751948 0 0.339038936554428 0 0 0 0 -0.461047801313904 0.506497643671202 0
"5" 0 0.391868142710479 0 0 0 -0.602226491753724 0 -0.0334692636950848 0 0 0 0.222085778392612 0 0 0 0 0 -0.257602062751948 0 0.339038936554428 0 0 0 0 -0.461047801313904 0.425116192621124 0
"6" 0 0.391868142710479 0 0 0 -0.602226491753724 0 0 0 0 0 0.222085778392612 0 0 0 0 0 -0.257602062751948 0 0.339038936554428 0 0 0 0 -0.461047801313904 0.425116192621124 0
"7" 0 0.391868142710479 0 0 0 -0.602226491753724 0 0 0 0 0 0.156295071745339 0 0 0 0 0 -0.257602062751948 0 0.339038936554428 0 0 0 0 -0.461047801313904 0.490363270728547 0
"8" 0 0.391868142710479 0 0 0 -0.602226491753724 0 0 0 0 0 0.156295071745339 0 0 0 0 0 -0.30395852876395 0 0.339038936554428 0 0 0 0 -0.461047801313904 0.490363270728547 0
"9" 0 0.373033533015089 0 0 0 -0.602226491753724 0 0 0 0 0 0.156295071745339 0 0 0 0 0 -0.30395852876395 0 0.339038936554428 0 0 0 0 -0.43576020292435 0.490363270728547 0
"10" 0 0.370094267630973 0 0 0 -0.602226491753724 0 0 0 0 0 0.157264644157534 0 0 0 0 0 -0.30395852876395 0 0.339038936554428 0 0 0 0 -0.43576020292435 0.490363270728547 0
"11" 0 0.370094267630973 0 0 0 -0.602226491753724 0 0 0 0 0 0.157264644157534 0 0 0 0 0 -0.30395852876395 0 0.339038936554428 0 0 0 0 -0.43576020292435 0.490363270728547 0
"12" 0 0.554717631076636 0 0 0 -0.602226491753724 0 0 0 0 0 0.157264644157534 0 0 0 0 0 -0.30395852876395 0 0.339038936554428 0 0 0 0 -0.43576020292435 0.490363270728547 0
