pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp,player_id,season
18,WAS,Chris Singleton,Florida State,3.0,148,2605,612.0,472.0,92.0,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-3.2,-0.8,singlch01,2011
19,CHA,Tobias Harris,Tennessee,13.0,897,28422,14602.0,5537.0,2131.0,0.478,0.368,0.835,31.7,16.3,6.2,2.4,70.2,0.119,1.0,21.6,harrito02,2011
20,MIN,Donatas Motiejūnas,,6.0,251,4566,1832.0,952.0,269.0,0.469,0.3,0.597,18.2,7.3,3.8,1.1,7.1,0.075,-2.5,-0.5,motiedo01,2011
21,POR,Nolan Smith,Duke,2.0,84,829,277.0,83.0,97.0,0.371,0.26,0.714,9.9,3.3,1.0,1.2,-0.8,-0.047,-6.0,-0.8,smithno01,2011
22,DEN,Kenneth Faried,Morehead State University,8.0,478,11728,5430.0,3884.0,470.0,0.546,0.222,0.654,24.5,11.4,8.1,1.0,38.8,0.159,0.5,7.5,farieke01,2011
23,HOU,Nikola Mirotić,,5.0,319,7718,3910.0,1894.0,407.0,0.423,0.359,0.808,24.2,12.3,5.9,1.3,20.8,0.129,1.6,7.1,mirotni01,2011
24,OKC,Reggie Jackson,Boston College,13.0,853,21475,10709.0,2421.0,3561.0,0.424,0.345,0.854,25.2,12.6,2.8,4.2,36.2,0.081,-0.6,7.7,jacksre01,2011
25,BOS,MarShon Brooks,Providence,5.0,200,3456,1592.0,424.0,282.0,0.447,0.345,0.751,17.3,8.0,2.1,1.4,3.3,0.046,-1.6,0.4,brookma01,2011
26,DAL,Jordan Hamilton,Texas,5.0,151,2100,890.0,429.0,127.0,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3.0,0.069,-0.1,1.0,hamiljo02,2011
27,NJN,JaJuan Johnson,Purdue,1.0,36,298,114.0,58.0,6.0,0.446,0.0,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-3.9,-0.1,johnsja02,2011
28,CHI,Norris Cole,Cleveland State University,6.0,360,8018,2506.0,702.0,981.0,0.407,0.324,0.743,22.3,7.0,2.0,2.7,3.0,0.018,-4.1,-4.1,coleno01,2011
29,SAS,Cory Joseph,Texas,13.0,816,17684,5651.0,2020.0,2445.0,0.441,0.349,0.786,21.7,6.9,2.5,3.0,30.7,0.083,-1.1,3.8,josepco01,2011
30,CHI,Jimmy Butler,Marquette,13.0,814,27044,14934.0,4351.0,3474.0,0.47,0.329,0.844,33.2,18.3,5.3,4.3,115.0,0.204,5.0,47.5,butleji01,2011
31,MIA,Bojan Bogdanović,,10.0,719,20890,11184.0,2559.0,1194.0,0.46,0.394,0.859,29.1,15.6,3.6,1.7,37.6,0.086,-0.9,5.8,bogdabo02,2011
32,CLE,Justin Harper,Richmond,3.0,22,150,45.0,18.0,4.0,0.34,0.276,0.333,6.8,2.0,0.8,0.2,-0.3,-0.093,-8.7,-0.2,harpeju01,2011
33,DET,Kyle Singler,Duke,6.0,356,7794,2326.0,1026.0,272.0,0.418,0.362,0.786,21.9,6.5,2.9,0.8,10.0,0.062,-2.5,-0.9,singlky01,2011
34,WAS,Shelvin Mack,Butler,8.0,456,8392,2997.0,894.0,1421.0,0.423,0.33,0.731,18.4,6.6,2.0,3.1,10.3,0.059,-1.9,0.1,macksh01,2011
35,SAC,Tyler Honeycutt,UCLA,2.0,24,120,28.0,24.0,9.0,0.314,0.2,0.714,5.0,1.2,1.0,0.4,-0.1,-0.049,-5.1,-0.1,honeyty01,2011
36,NJN,Jordan Williams,Maryland,1.0,43,635,197.0,156.0,11.0,0.507,0.0,0.652,14.8,4.6,3.6,0.3,1.3,0.101,-2.1,0.0,willijo03,2011
37,LAC,Trey Thompkins,Georgia,1.0,24,119,57.0,24.0,3.0,0.393,0.308,0.714,5.0,2.4,1.0,0.1,0.0,0.004,-5.7,-0.1,thomptr02,2011
38,HOU,Chandler Parsons,Florida,9.0,440,13246,5571.0,1972.0,1201.0,0.462,0.373,0.713,30.1,12.7,4.5,2.7,28.9,0.105,1.1,10.2,parsoch01,2011
39,CHA,Jeremy Tyler,,3.0,104,1034,373.0,269.0,25.0,0.45,0.0,0.557,9.9,3.6,2.6,0.2,0.3,0.014,-7.0,-1.3,tylerje01,2011
40,MIL,Jon Leuer,Wisconsin,8.0,377,5945,2395.0,1426.0,301.0,0.484,0.328,0.767,15.8,6.4,3.8,0.8,13.2,0.107,-0.7,2.0,leuerjo01,2011
41,LAL,Darius Morris,Michigan,4.0,132,1464,430.0,126.0,189.0,0.384,0.322,0.63,11.1,3.3,1.0,1.4,-0.3,-0.01,-5.1,-1.2,morrida01,2011
42,IND,Dāvis Bertāns,,8.0,475,8545,3661.0,1159.0,448.0,0.422,0.396,0.863,18.0,7.7,2.4,0.9,18.6,0.105,0.2,4.7,bertada01,2011
43,CHI,Malcolm Lee,UCLA,3.0,36,534,140.0,65.0,51.0,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2.5,-0.1,leema01,2011
44,GSW,Charles Jenkins,Hofstra,2.0,110,1334,408.0,100.0,214.0,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017,-4.5,-0.8,jenkich01,2011
45,NOH,Josh Harrellson,Kentucky,3.0,75,888,265.0,227.0,26.0,0.438,0.347,0.629,11.8,3.5,3.0,0.3,2.1,0.116,-0.4,0.4,harrejo01,2011
46,LAL,Andrew Goudelock,College of Charleston,3.0,49,475,197.0,34.0,24.0,0.393,0.345,0.875,9.7,4.0,0.7,0.5,0.0,0.003,-5.0,-0.3,goudean01,2011
47,LAC,Travis Leslie,Georgia,1.0,10,45,14.0,9.0,5.0,0.357,0.0,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.3,0.0,leslitr01,2011
48,ATL,Keith Benson,Oakland,1.0,3,9,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-0.005,-7.7,0.0,bensoke02,2011
49,MEM,Josh Selby,Kansas,2.0,38,296,83.0,20.0,34.0,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-9.5,-0.6,selbyjo01,2011
50,PHI,Lavoy Allen,Temple,6.0,388,6905,1847.0,1843.0,384.0,0.471,0.133,0.682,17.8,4.8,4.8,1.0,13.8,0.096,-2.1,-0.1,allenla01,2011
51,POR,Jon Diebler,Ohio State,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,diebljo01,2011
52,DET,Vernon Macklin,Florida,1.0,23,135,46.0,34.0,5.0,0.543,0.0,0.571,5.9,2.0,1.5,0.2,0.5,0.161,1.2,0.1,macklve01,2011
53,ORL,DeAndre Liggins,Kentucky,5.0,177,1907,346.0,252.0,122.0,0.402,0.352,0.549,10.8,2.0,1.4,0.7,1.6,0.04,-2.2,-0.1,liggide01,2011
54,CLE,Milan Mačvan,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macvami01,2011
55,BOS,E'Twaun Moore,Purdue,10.0,598,12564,4743.0,1208.0,1055.0,0.455,0.388,0.742,21.0,7.9,2.0,1.8,14.8,0.057,-1.9,0.2,mooreet01,2011
56,LAL,Chukwudiebere Maduabum,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,maduach01,2011
57,DAL,Tanguy Ngombo,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ngombta01,2011
58,LAL,Ater Majok,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,majokat01,2011
59,SAS,Ádám Hanga,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hangaad01,2011
60,SAC,Isaiah Thomas,Washington,12.0,556,15582,9723.0,1321.0,2641.0,0.434,0.363,0.872,28.0,17.5,2.4,4.8,45.3,0.14,2.1,16.1,thomais02,2011
1,NOH,Anthony Davis,Kentucky,12.0,736,25409,17717.0,7826.0,1828.0,0.523,0.297,0.795,34.5,24.1,10.6,2.5,112.1,0.212,6.0,50.9,davisan02,2012
2,CHA,Michael Kidd-Gilchrist,Kentucky,8.0,446,10978,3750.0,2420.0,515.0,0.474,0.272,0.715,24.6,8.4,5.4,1.2,21.0,0.092,-1.8,0.6,kiddgmi01,2012
3,WAS,Bradley Beal,Florida,12.0,748,25858,16355.0,3069.0,3237.0,0.463,0.375,0.822,34.6,21.9,4.1,4.3,56.1,0.104,1.6,23.6,bealbr01,2012
4,CLE,Dion Waiters,Syracuse,8.0,419,11835,5505.0,1108.0,1163.0,0.412,0.346,0.694,28.2,13.1,2.6,2.8,8.8,0.036,-2.1,-0.4,waitedi01,2012
5,SAC,Thomas Robinson,Kansas,5.0,313,4204,1528.0,1507.0,190.0,0.47,0.0,0.505,13.4,4.9,4.8,0.6,4.6,0.053,-3.5,-1.6,robinth01,2012
6,POR,Damian Lillard,Weber State,12.0,842,30521,21151.0,3573.0,5659.0,0.438,0.371,0.897,36.2,25.1,4.2,6.7,110.8,0.174,4.7,51.3,lillada01,2012
7,GSW,Harrison Barnes,UNC,12.0,911,28799,12796.0,4432.0,1603.0,0.457,0.379,0.81,31.6,14.0,4.9,1.8,56.0,0.093,-0.9,7.9,barneha02,2012
8,TOR,Terrence Ross,Washington,11.0,733,17956,8047.0,2061.0,936.0,0.418,0.362,0.837,24.5,11.0,2.8,1.3,25.0,0.067,-1.0,4.5,rosste01,2012
9,DET,Andre Drummond,UConn,12.0,864,23469,11000.0,10671.0,1073.0,0.543,0.125,0.482,27.2,12.7,12.4,1.2,75.4,0.154,1.2,18.7,drumman01,2012
10,NOH,Austin Rivers,Duke,11.0,707,16858,5996.0,1442.0,1513.0,0.419,0.349,0.653,23.8,8.5,2.0,2.1,15.2,0.043,-3.1,-4.5,riverau01,2012
11,POR,Meyers Leonard,Illinois,10.0,456,7272,2545.0,1771.0,396.0,0.482,0.39,0.812,15.9,5.6,3.9,0.9,15.8,0.104,-1.5,1.0,leoname01,2012
12,HOU,Jeremy Lamb,UConn,10.0,573,11896,5805.0,2073.0,904.0,0.439,0.342,0.857,20.8,10.1,3.6,1.6,26.8,0.108,0.6,7.9,lambje01,2012
13,PHO,Kendall Marshall,UNC,4.0,160,3083,802.0,253.0,779.0,0.399,0.37,0.611,19.3,5.0,1.6,4.9,1.0,0.015,-3.5,-1.1,marshke01,2012
14,MIL,John Henson,UNC,8.0,445,8752,3383.0,2368.0,496.0,0.54,0.25,0.568,19.7,7.6,5.3,1.1,20.7,0.113,-0.5,3.4,hensojo01,2012
15,PHI,Maurice Harkless,St. John's,10.0,621,14019,4259.0,2198.0,572.0,0.474,0.32,0.624,22.6,6.9,3.5,0.9,23.0,0.079,-0.8,4.1,harklma01,2012
16,HOU,Royce White,Iowa State,1.0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.121,-16.9,0.0,whitero03,2012
17,DAL,Tyler Zeller,UNC,8.0,414,7254,2873.0,1820.0,367.0,0.508,0.286,0.764,17.5,6.9,4.4,0.9,17.1,0.113,-2.0,0.0,zellety01,2012
18,HOU,Terrence Jones,Kentucky,6.0,234,5562,2431.0,1334.0,238.0,0.501,0.297,0.621,23.8,10.4,5.7,1.0,14.7,0.127,0.5,3.6,joneste01,2012
19,ORL,Andrew Nicholson,St. Bonaventure,5.0,285,4080,1700.0,857.0,126.0,0.467,0.321,0.773,14.3,6.0,3.0,0.4,3.8,0.045,-3.6,-1.6,nichoan01,2012
20,DEN,Evan Fournier,,12.0,704,19514,9607.0,1878.0,1759.0,0.441,0.374,0.799,27.7,13.6,2.7,2.5,30.5,0.075,-1.1,4.3,fournev01,2012
21,BOS,Jared Sullinger,Ohio State,5.0,269,6532,2893.0,2006.0,477.0,0.436,0.272,0.723,24.3,10.8,7.5,1.8,15.3,0.113,-0.4,2.7,sullija01,2012
22,BOS,Fab Melo,Syracuse,1.0,6,36,7.0,3.0,0.0,0.5,0.0,0.25,6.0,1.2,0.5,0.0,0.0,0.021,-7.6,-0.1,melofa01,2012
23,ATL,John Jenkins,Vanderbilt,6.0,171,2183,855.0,250.0,138.0,0.441,0.367,0.847,12.8,5.0,1.5,0.8,3.0,0.065,-1.9,0.1,jenkijo01,2012
24,CLE,Jared Cunningham,Oregon State,4.0,84,605,197.0,56.0,39.0,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.7,-0.6,cunnija01,2012
25,MEM,Tony Wroten,Washington,4.0,145,3076,1604.0,363.0,437.0,0.413,0.231,0.647,21.2,11.1,2.5,3.0,-1.3,-0.021,-3.4,-1.1,wroteto01,2012
26,IND,Miles Plumlee,Duke,7.0,346,5658,1697.0,1562.0,178.0,0.542,0.0,0.543,16.4,4.9,4.5,0.5,10.6,0.09,-1.9,0.2,plumlmi01,2012
27,MIA,Arnett Moultrie,Mississippi State,2.0,59,729,210.0,180.0,12.0,0.547,0.0,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-2.8,-0.1,moultar01,2012
28,OKC,Perry Jones,Baylor,3.0,143,1675,488.0,252.0,54.0,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-3.5,-0.6,jonespe01,2012
29,CHI,Marquis Teague,Kentucky,3.0,91,909,217.0,90.0,134.0,0.343,0.222,0.661,10.0,2.4,1.0,1.5,-0.9,-0.045,-6.5,-1.0,teaguma01,2012
30,GSW,Festus Ezeli,Vanderbilt,3.0,170,2394,712.0,725.0,63.0,0.513,0.0,0.557,14.1,4.2,4.3,0.4,5.9,0.119,-2.0,0.0,ezelife01,2012
31,CHA,Jeff Taylor,Vanderbilt,3.0,132,2566,807.0,263.0,107.0,0.409,0.319,0.665,19.4,6.1,2.0,0.8,1.3,0.024,-4.2,-1.5,tayloje03,2012
32,WAS,Tomáš Satoranský,,6.0,388,8617,2676.0,1117.0,1586.0,0.468,0.354,0.82,22.2,6.9,2.9,4.1,17.9,0.1,-0.9,2.4,satorto01,2012
33,CLE,Bernard James,Florida State,3.0,92,761,203.0,212.0,13.0,0.497,0.0,0.68,8.3,2.2,2.3,0.1,1.9,0.117,-1.8,0.0,jamesbe01,2012
34,CLE,Jae Crowder,Marquette,12.0,803,20058,7492.0,3371.0,1275.0,0.419,0.348,0.777,25.0,9.3,4.2,1.6,42.9,0.103,0.2,11.0,crowdja01,2012
35,GSW,Draymond Green,Michigan State,12.0,813,23299,7052.0,5674.0,4565.0,0.452,0.319,0.713,28.7,8.7,7.0,5.6,61.0,0.126,2.5,26.4,greendr01,2012
36,SAC,Orlando Johnson,UC Santa Barbara,3.0,103,1112,329.0,180.0,69.0,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,0.059,-2.4,-0.1,johnsor01,2012
37,TOR,Quincy Acy,Baylor,7.0,337,5392,1642.0,1179.0,217.0,0.444,0.35,0.759,16.0,4.9,3.5,0.6,8.7,0.078,-2.0,-0.1,acyqu01,2012
38,DEN,Quincy Miller,Baylor,3.0,69,934,295.0,169.0,37.0,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-3.9,-0.5,millequ01,2012
39,DET,Khris Middleton,Texas A&M,12.0,739,22980,12461.0,3563.0,2916.0,0.46,0.388,0.879,31.1,16.9,4.8,3.9,55.9,0.117,0.8,16.0,middlkh01,2012
40,POR,Will Barton,Memphis,11.0,679,17116,7625.0,2792.0,1817.0,0.43,0.355,0.787,25.2,11.2,4.1,2.7,26.5,0.074,-0.4,6.9,bartowi01,2012
41,POR,Tyshawn Taylor,Kansas,2.0,61,491,174.0,33.0,57.0,0.354,0.36,0.684,8.0,2.9,0.5,0.9,-0.9,-0.088,-8.1,-0.8,tayloty01,2012
42,MIL,Doron Lamb,Kentucky,2.0,100,1272,345.0,95.0,75.0,0.381,0.394,0.7,12.7,3.5,1.0,0.8,0.1,0.005,-5.8,-1.2,lambdo01,2012
43,ATL,Mike Scott,Virginia,9.0,555,9182,3736.0,1727.0,499.0,0.453,0.362,0.757,16.5,6.7,3.1,0.9,16.8,0.088,-1.7,0.6,scottmi01,2012
44,DET,Kim English,Missouri,1.0,41,407,119.0,37.0,26.0,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2,engliki01,2012
45,PHI,Justin Hamilton,LSU,3.0,113,1961,687.0,403.0,91.0,0.464,0.309,0.798,17.4,6.1,3.6,0.8,3.7,0.091,-0.9,0.5,hamilju01,2012
46,NOH,Darius Miller,Kentucky,6.0,271,5358,1597.0,447.0,367.0,0.419,0.383,0.84,19.8,5.9,1.6,1.4,6.5,0.059,-2.3,-0.4,milleda01,2012
47,UTA,Kevin Murphy,Tennessee Technological University,1.0,17,52,15.0,4.0,2.0,0.25,0.2,0.0,3.1,0.9,0.2,0.1,-0.3,-0.272,-16.8,-0.2,murphke01,2012
48,NYK,Kostas Papanikolaou,,2.0,69,1089,249.0,158.0,101.0,0.354,0.297,0.688,15.8,3.6,2.3,1.5,0.3,0.015,-2.7,-0.2,papanko01,2012
49,ORL,Kyle O'Quinn,Norfolk State,8.0,472,6714,2568.0,2166.0,643.0,0.517,0.218,0.74,14.2,5.4,4.6,1.4,17.8,0.128,0.9,5.0,oquinky01,2012
50,DEN,İzzet Türkyılmaz,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,turkyiz01,2012
51,BOS,Kris Joseph,Syracuse,1.0,10,54,9.0,7.0,1.0,0.143,0.0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-9.9,-0.1,josepkr01,2012
52,GSW,Ognjen Kuzmić,,2.0,37,164,35.0,38.0,8.0,0.52,0.0,0.6,4.4,0.9,1.0,0.2,0.2,0.061,-5.6,-0.2,kuzmiog01,2012
53,LAC,Furkan Aldemir,,1.0,41,540,93.0,176.0,28.0,0.513,0.0,0.481,13.2,2.3,4.3,0.7,1.4,0.122,-3.6,-0.2,aldemfu01,2012
54,PHI,Tornike Shengelia,,2.0,45,247,59.0,39.0,17.0,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-7.0,-0.3,shengto01,2012
55,DAL,Darius Johnson-Odom,Marquette,2.0,7,21,0.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,0.9,0.3,-0.3,-0.597,-25.5,-0.1,johnsda03,2012
56,TOR,Tomislav Zubčić,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zubcito01,2012
57,NJN,İlkan Karaman,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,karamil01,2012
58,MIN,Robbie Hummel,Purdue,2.0,98,1397,379.0,266.0,50.0,0.418,0.343,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-3.1,-0.4,hummero01,2012
59,SAS,Marcus Denmon,Missouri,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,denmoma01,2012
60,LAL,Robert Sacre,Gonzaga,4.0,189,2745,787.0,593.0,126.0,0.436,0.0,0.671,14.5,4.2,3.1,0.7,2.4,0.042,-4.0,-1.4,sacrero01,2012
1,CLE,Anthony Bennett,UNLV,4.0,151,1905,658.0,472.0,77.0,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.013,-4.8,-1.3,bennean01,2013
2,ORL,Victor Oladipo,Indiana,10.0,504,16247,8503.0,2245.0,1970.0,0.436,0.347,0.788,32.2,16.9,4.5,3.9,25.6,0.076,0.7,11.0,oladivi01,2013
3,WAS,Otto Porter Jr.,Georgetown,11.0,527,13400,5419.0,2599.0,783.0,0.477,0.397,0.797,25.4,10.3,4.9,1.5,36.7,0.132,1.7,12.5,porteot01,2013
4,CHA,Cody Zeller,Indiana,11.0,552,11510,4376.0,3125.0,740.0,0.52,0.22,0.727,20.9,7.9,5.7,1.3,33.5,0.14,-0.7,3.9,zelleco01,2013
5,PHO,Alex Len,Maryland,11.0,644,11374,4534.0,3529.0,551.0,0.51,0.324,0.681,17.7,7.0,5.5,0.9,23.2,0.098,-1.9,0.4,lenal01,2013
6,NOH,Nerlens Noel,Kentucky,9.0,467,10281,3338.0,2835.0,501.0,0.546,0.2,0.655,22.0,7.1,6.1,1.1,28.3,0.132,0.9,7.4,noelne01,2013
7,SAC,Ben McLemore,Kansas,9.0,556,12534,5015.0,1269.0,563.0,0.414,0.363,0.78,22.5,9.0,2.3,1.0,9.0,0.035,-3.1,-3.4,mclembe01,2013
8,DET,Kentavious Caldwell-Pope,Georgia,11.0,835,24757,9499.0,2539.0,1516.0,0.427,0.369,0.819,29.6,11.4,3.0,1.8,43.9,0.085,-0.9,7.0,caldwke01,2013
9,MIN,Trey Burke,Michigan,9.0,498,10401,4792.0,878.0,1522.0,0.41,0.345,0.81,20.9,9.6,1.8,3.1,12.9,0.06,-1.3,1.7,burketr01,2013
10,POR,CJ McCollum,Lehigh,11.0,731,23432,14231.0,2655.0,2778.0,0.454,0.399,0.806,32.1,19.5,3.6,3.8,50.5,0.103,1.4,20.3,mccolcj01,2013
11,PHI,Michael Carter-Williams,Syracuse,9.0,395,9942,4040.0,1718.0,1708.0,0.402,0.256,0.705,25.2,10.2,4.3,4.3,6.6,0.032,-1.2,1.8,cartemi01,2013
12,OKC,Steven Adams,Pitt,10.0,706,18944,6518.0,5788.0,1079.0,0.587,0.067,0.536,26.8,9.2,8.2,1.5,59.3,0.15,0.5,12.1,adamsst01,2013
13,DAL,Kelly Olynyk,Gonzaga,11.0,756,17109,7755.0,3918.0,1847.0,0.485,0.369,0.798,22.6,10.3,5.2,2.4,44.4,0.125,0.9,12.6,olynyke01,2013
14,UTA,Shabazz Muhammad,UCLA,5.0,278,4772,2504.0,770.0,151.0,0.473,0.319,0.751,17.2,9.0,2.8,0.5,8.5,0.085,-2.0,0.0,muhamsh01,2013
15,MIL,Giannis Antetokounmpo,,11.0,792,25945,18502.0,7732.0,3855.0,0.545,0.286,0.702,32.8,23.4,9.8,4.9,109.3,0.202,6.5,55.8,antetgi01,2013
16,BOS,Lucas Nogueira,,4.0,141,1754,446.0,388.0,72.0,0.632,0.265,0.64,12.4,3.2,2.8,0.5,6.0,0.165,2.3,1.9,noguelu01,2013
17,ATL,Dennis Schröder,,11.0,767,20919,10758.0,2236.0,3693.0,0.434,0.342,0.836,27.3,14.0,2.9,4.8,29.5,0.068,-1.4,3.1,schrode01,2013
18,ATL,Shane Larkin,Miami (FL),4.0,256,4880,1399.0,490.0,737.0,0.422,0.336,0.777,19.1,5.5,1.9,2.9,4.4,0.044,-2.4,-0.6,larkish01,2013
19,CLE,Sergey Karasev,,3.0,95,1110,287.0,140.0,87.0,0.395,0.282,0.842,11.7,3.0,1.5,0.9,0.8,0.036,-3.4,-0.4,karasse01,2013
20,CHI,Tony Snell,New Mexico,9.0,601,13092,3672.0,1371.0,669.0,0.431,0.394,0.846,21.8,6.1,2.3,1.1,18.5,0.068,-2.0,-0.1,snellto01,2013
21,UTA,Gorgui Dieng,Louisville,10.0,628,12625,4591.0,3534.0,837.0,0.496,0.355,0.791,20.1,7.3,5.6,1.3,30.7,0.117,0.2,7.1,dienggo01,2013
22,BRK,Mason Plumlee,Duke,11.0,786,17497,6585.0,5312.0,1911.0,0.594,0.043,0.573,22.3,8.4,6.8,2.4,54.1,0.149,1.3,14.6,plumlma01,2013
23,IND,Solomon Hill,Arizona,9.0,448,9652,2453.0,1399.0,662.0,0.388,0.331,0.797,21.5,5.5,3.1,1.5,11.9,0.059,-2.1,-0.3,hillso01,2013
24,NYK,Tim Hardaway Jr.,Michigan,11.0,736,20109,10307.0,2155.0,1363.0,0.418,0.36,0.812,27.3,14.0,2.9,1.9,30.3,0.072,-1.1,4.5,hardati02,2013
25,LAC,Reggie Bullock,UNC,11.0,556,12556,4039.0,1451.0,647.0,0.424,0.385,0.827,22.6,7.3,2.6,1.2,21.4,0.082,-1.2,2.6,bullore01,2013
26,MIN,Andre Roberson,Colorado,7.0,307,6801,1382.0,1230.0,265.0,0.473,0.253,0.468,22.2,4.5,4.0,0.9,12.6,0.089,-0.6,2.3,roberan03,2013
27,DEN,Rudy Gobert,,11.0,757,23042,9592.0,8915.0,996.0,0.655,0.0,0.639,30.4,12.7,11.8,1.3,106.0,0.221,3.4,31.7,goberru01,2013
28,SAS,Livio Jean-Charles,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jeancli01,2013
29,OKC,Archie Goodwin,Kentucky,4.0,165,2396,1040.0,331.0,206.0,0.429,0.236,0.7,14.5,6.3,2.0,1.2,1.1,0.022,-3.0,-0.6,goodwar01,2013
30,PHO,Nemanja Nedović,,1.0,24,142,26.0,15.0,13.0,0.205,0.167,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132,-10.0,-0.3,nedovne01,2013
31,CLE,Allen Crabbe,California,7.0,381,9125,3453.0,1073.0,434.0,0.425,0.387,0.831,24.0,9.1,2.8,1.1,13.7,0.072,-1.6,0.9,crabbal01,2013
32,OKC,Álex Abrines,,3.0,174,2777,924.0,248.0,88.0,0.387,0.368,0.88,16.0,5.3,1.4,0.5,5.0,0.086,-1.9,0.1,abrinal01,2013
33,CLE,Carrick Felix,Arizona State,1.0,7,38,19.0,6.0,4.0,0.5,0.4,0.75,5.4,2.7,0.9,0.6,0.0,0.057,-3.4,0.0,felixca01,2013
34,HOU,Isaiah Canaan,Murray State,6.0,235,4799,1913.0,438.0,454.0,0.371,0.351,0.836,20.4,8.1,1.9,1.9,4.3,0.043,-2.4,-0.5,canaais01,2013
35,PHI,Glen Rice Jr.,Georgia Tech,2.0,16,152,43.0,24.0,9.0,0.269,0.25,0.692,9.5,2.7,1.5,0.6,-0.2,-0.065,-6.6,-0.2,ricegl02,2013
36,SAC,Ray McCallum,Detroit Mercy,3.0,154,2808,920.0,306.0,368.0,0.408,0.335,0.711,18.2,6.0,2.0,2.4,2.1,0.035,-2.6,-0.4,mccalra01,2013
37,DET,Tony Mitchell,University of North Texas,1.0,21,79,22.0,26.0,2.0,0.417,1.0,0.579,3.8,1.0,1.2,0.1,0.2,0.151,0.4,0.0,mitchto02,2013
38,WAS,Nate Wolters,South Dakota State,3.0,84,1575,461.0,185.0,209.0,0.423,0.261,0.635,18.8,5.5,2.2,2.5,0.9,0.028,-2.6,-0.2,woltena01,2013
39,POR,Jeff Withey,Kansas,5.0,206,2072,666.0,518.0,64.0,0.525,0.143,0.716,10.1,3.2,2.5,0.3,6.8,0.157,0.5,1.3,witheje01,2013
40,POR,Grant Jerrett,Arizona,1.0,8,51,16.0,9.0,3.0,0.269,0.067,1.0,6.4,2.0,1.1,0.4,-0.1,-0.128,-10.8,-0.1,jerregr01,2013
41,MEM,Jamaal Franklin,San Diego State,2.0,24,174,42.0,25.0,9.0,0.415,0.462,1.0,7.3,1.8,1.0,0.4,0.0,-0.006,-5.9,-0.2,frankja01,2013
42,PHI,Pierre Jackson,Baylor,1.0,8,84,35.0,9.0,19.0,0.333,0.273,0.857,10.5,4.4,1.1,2.4,0.0,0.021,-4.4,-0.1,jackspi01,2013
