player,pos,age,team_id,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,player_id,season
Randy Brown,PG,26.0,SAC,67,1086,11.8,0.491,0.164,0.286,2.6,8.9,5.8,18.9,4.7,1.3,19.4,16.4,-0.3,1.9,1.6,0.071,-3.7,4.2,0.4,0.6,brownra02,1995
Mark Bryant,PF,29.0,POR,49,658,13.2,0.555,0.01,0.328,9.0,19.1,13.8,6.4,1.5,1.8,15.1,16.6,0.6,1.0,1.6,0.116,-2.5,1.2,-1.3,0.1,bryanma01,1995
Jud Buechler,SF,26.0,CHI,57,605,13.8,0.542,0.262,0.213,7.0,12.1,9.6,12.6,2.1,1.5,13.0,16.9,0.7,0.9,1.5,0.122,-0.3,0.6,0.3,0.4,buechju01,1995
Scott Burrell,SF,24.0,CHH,65,2014,15.0,0.571,0.396,0.243,5.9,15.3,10.8,12.6,2.0,1.4,11.5,17.0,2.8,2.9,5.6,0.135,1.1,1.1,2.2,2.1,burresc01,1995
Willie Burton,SF,26.0,PHI,53,1564,13.9,0.561,0.454,0.441,3.6,8.6,6.1,10.4,1.1,0.9,14.4,24.1,1.9,0.6,2.6,0.079,0.8,-1.9,-1.1,0.4,burtowi01,1995
Mitchell Butler,SG,24.0,WSB,76,1554,10.0,0.506,0.278,0.364,3.1,9.8,6.3,8.8,2.0,0.5,15.2,19.6,-0.5,0.8,0.3,0.01,-2.9,-0.7,-3.6,-0.6,butlemi02,1995
Michael Cage,C,33.0,CLE,82,2040,13.5,0.537,0.006,0.259,12.1,22.8,17.3,4.5,1.7,2.6,12.9,10.2,2.1,3.7,5.8,0.137,-1.0,1.2,0.2,1.1,cagemi01,1995
Adrian Caldwell,PF,28.0,HOU,7,30,4.4,0.377,0.0,1.5,4.0,32.8,19.1,0.0,1.7,0.0,13.1,11.4,0.0,0.1,0.0,0.02,-7.8,0.7,-7.2,0.0,caldwad01,1995
Elden Campbell,PF,26.0,LAL,73,2076,15.4,0.5,0.001,0.369,8.9,14.8,11.9,6.8,1.7,4.4,9.7,21.0,1.5,2.3,3.8,0.087,-1.6,0.0,-1.6,0.2,campbel01,1995
Tony Campbell,SF,32.0,CLE,78,1128,12.9,0.508,0.107,0.406,6.4,10.6,8.5,11.1,1.6,0.6,12.3,22.4,0.7,1.4,2.1,0.089,-2.0,-0.4,-2.4,-0.1,campbto01,1995
Antoine Carr,C,33.0,UTA,78,1677,13.9,0.588,0.007,0.368,6.4,13.0,9.9,6.2,0.7,3.3,12.1,19.5,2.4,1.9,4.3,0.123,-1.4,-0.2,-1.6,0.2,carran01,1995
Bill Cartwright,C,37.0,SEA,29,430,4.0,0.434,0.0,0.348,7.0,16.8,12.0,3.0,0.7,0.5,18.5,9.8,-0.2,0.4,0.2,0.021,-5.2,-1.0,-6.2,-0.5,cartwbi01,1995
Sam Cassell,PG,25.0,HOU,82,1882,15.9,0.556,0.322,0.428,2.4,10.1,6.4,32.3,2.5,0.5,19.2,20.8,2.7,2.0,4.7,0.12,0.0,0.2,0.3,1.1,cassesa01,1995
Duane Causwell,C,26.0,SAC,58,820,11.4,0.55,0.007,0.667,8.3,16.3,12.4,2.7,0.9,7.3,14.8,12.1,0.5,1.3,1.8,0.105,-3.9,2.5,-1.4,0.1,causwdu01,1995
Cedric Ceballos,SF,25.0,LAL,58,2029,19.9,0.57,0.149,0.299,9.2,16.1,12.6,8.9,1.5,0.6,11.5,26.5,3.5,1.7,5.2,0.123,2.8,-1.9,0.9,1.5,cebalce01,1995
Tom Chambers,PF,35.0,UTA,81,1240,12.5,0.517,0.056,0.316,7.0,14.1,10.7,8.9,1.0,2.0,9.7,19.7,1.2,1.4,2.5,0.098,-1.8,-0.4,-2.3,-0.1,chambto01,1995
Rex Chapman,SG,27.0,WSB,45,1468,15.3,0.516,0.429,0.249,1.7,7.3,4.4,13.9,2.3,0.7,8.0,23.0,1.7,0.8,2.5,0.081,1.1,-0.4,0.7,1.0,chapmre01,1995
Calbert Cheaney,SG,23.0,WSB,78,2651,14.2,0.529,0.251,0.189,4.4,9.7,7.0,11.0,1.5,0.6,11.0,22.6,2.1,1.1,3.2,0.058,0.3,-1.3,-1.1,0.6,cheanca01,1995
Pete Chilcutt,PF,26.0,HOU,68,1347,11.0,0.517,0.262,0.128,9.5,17.1,13.5,7.1,0.9,2.2,15.0,13.6,0.6,1.4,2.1,0.074,-1.6,-0.6,-2.2,-0.1,chilcpe01,1995
Chris Childs,PG,27.0,NJN,53,1021,11.2,0.495,0.448,0.262,1.5,5.9,3.7,33.8,2.1,0.2,19.6,16.7,0.5,0.8,1.2,0.058,-1.9,-0.3,-2.2,-0.1,childch01,1995
Doug Christie,SG,24.0,NYK,12,79,-3.7,0.31,0.318,0.227,4.6,14.3,9.7,14.6,1.3,1.0,34.9,21.6,-0.5,0.1,-0.3,-0.202,-12.9,-0.7,-13.5,-0.2,chrisdo01,1995
Derrick Coleman,PF,27.0,NJN,56,2103,19.0,0.525,0.137,0.56,8.7,22.1,15.4,15.8,0.9,3.1,13.6,26.4,2.4,2.7,5.1,0.117,1.4,0.1,1.5,1.8,colemde01,1995
Bimbo Coles,PG,26.0,MIA,68,2207,12.5,0.497,0.125,0.287,2.4,7.9,5.1,27.9,2.3,0.5,18.6,16.8,1.2,1.6,2.8,0.06,-1.3,-0.2,-1.5,0.3,colesbi01,1995
Steve Colter,PG,32.0,CLE,57,752,11.3,0.489,0.207,0.42,2.1,7.9,4.9,22.3,2.3,0.6,15.2,15.1,0.4,1.0,1.4,0.087,-2.4,1.5,-1.0,0.2,coltest01,1995
Marty Conlon,C,27.0,MIL,82,2064,13.6,0.556,0.045,0.3,9.1,16.0,12.4,9.0,1.1,0.6,14.4,18.3,2.0,1.2,3.1,0.073,-1.2,-1.2,-2.4,-0.2,conloma01,1995
Lester Conner,SG,35.0,LAL,2,5,18.0,1.136,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,7.6,0.0,0.0,0.0,0.44,-8.0,12.1,4.1,0.0,connele01,1995
Tyrone Corbin,SF,32.0,ATL,81,1389,12.0,0.488,0.121,0.246,8.0,14.1,11.0,8.0,2.1,0.9,12.6,19.2,0.2,2.0,2.1,0.073,-2.7,0.3,-2.4,-0.1,corbity01,1995
John Crotty,PG,25.0,UTA,80,1019,12.2,0.519,0.156,0.524,3.5,8.2,6.0,27.6,2.0,0.5,19.8,15.8,1.0,1.0,2.1,0.097,-0.8,0.2,-0.6,0.4,crottjo01,1995
Corey Crowder,SF,25.0,SAS,7,29,-2.5,0.237,0.4,0.6,4.1,7.4,5.9,4.6,1.7,0.0,13.7,22.2,-0.2,0.0,-0.1,-0.224,-9.7,-4.5,-14.2,-0.1,crowdco01,1995
Terry Cummings,PF,33.0,SAS,76,1273,13.3,0.502,0.0,0.265,12.9,20.4,16.8,7.3,1.4,1.0,15.5,21.2,0.1,1.9,2.0,0.076,-3.1,-0.4,-3.4,-0.5,cummite01,1995
Bill Curley,PF,22.0,DET,53,595,9.0,0.477,0.0,0.269,10.6,13.9,12.2,6.2,1.8,2.6,14.3,13.2,0.1,0.4,0.5,0.042,-5.0,-0.2,-5.2,-0.5,curlebi01,1995
Dell Curry,SG,30.0,CHH,69,1718,15.5,0.565,0.464,0.143,3.0,8.4,5.8,11.5,1.7,0.8,10.6,24.9,1.6,1.7,3.3,0.093,2.1,-0.6,1.5,1.5,curryde01,1995
Lloyd Daniels,SG,27.0,TOT,30,604,9.7,0.471,0.478,0.129,5.3,6.3,5.8,9.7,1.8,1.1,12.3,18.1,-0.1,0.3,0.2,0.019,-1.9,-1.2,-3.1,-0.2,daniell01,1995
Yinka Dare,C,22.0,NJN,1,3,-33.9,0.0,0.0,0.0,0.0,36.6,18.2,0.0,0.0,0.0,50.0,29.3,-0.1,0.0,0.0,-0.736,-40.6,-3.9,-44.6,0.0,dareyi01,1995
Antonio Davis,PF,26.0,IND,44,1030,11.9,0.521,0.0,0.71,12.6,20.1,16.4,3.7,1.0,2.2,16.6,17.1,0.5,1.5,2.0,0.095,-2.5,-0.3,-2.8,-0.2,davisan01,1995
Dale Davis,PF,25.0,IND,74,2346,16.1,0.57,0.002,0.45,13.6,22.1,17.9,4.0,1.6,3.8,15.2,15.9,2.6,4.3,6.8,0.14,0.1,0.8,0.9,1.7,davisda01,1995
Hubert Davis,SG,24.0,NYK,82,1697,14.7,0.612,0.467,0.194,2.2,5.3,3.8,15.2,1.1,0.5,11.5,20.4,3.1,1.7,4.8,0.136,2.3,-0.2,2.1,1.8,davishu01,1995
Terry Davis,PF,27.0,DAL,46,580,8.1,0.493,0.018,0.584,11.1,18.3,14.5,2.4,0.5,0.4,17.4,12.2,0.1,0.4,0.5,0.039,-4.2,-1.6,-5.7,-0.6,daviste01,1995
Johnny Dawkins,PG,31.0,DET,50,1170,12.2,0.552,0.27,0.204,2.8,8.6,5.7,26.2,2.3,0.1,22.6,14.6,0.8,0.3,1.1,0.046,-1.0,-0.9,-1.9,0.0,dawkijo01,1995
Tony Dawson,SF,27.0,BOS,2,13,5.9,0.474,0.375,0.125,0.0,27.0,13.3,13.5,0.0,0.0,19.2,34.8,0.0,0.0,0.0,-0.099,-11.7,-3.9,-15.6,0.0,dawsoto01,1995
Todd Day,SG,25.0,MIL,82,2717,14.4,0.546,0.398,0.325,4.1,10.4,7.1,8.3,2.0,1.7,11.6,22.1,2.9,1.9,4.8,0.085,0.4,-0.5,-0.1,1.3,dayto01,1995
Terry Dehere,PG,23.0,LAC,80,1774,11.8,0.513,0.238,0.426,2.2,8.3,5.0,20.7,1.3,0.3,16.2,23.8,0.0,0.4,0.5,0.013,-1.9,-2.1,-4.0,-0.9,deherte01,1995
Vinny Del Negro,SG,28.0,SAS,75,2360,13.8,0.56,0.211,0.211,1.4,7.5,4.6,14.6,1.3,0.4,6.3,16.7,4.6,2.2,6.8,0.138,0.2,0.5,0.7,1.6,delnevi01,1995
Bison Dele,C,25.0,DEN,63,1261,13.9,0.616,0.0,0.486,9.6,18.5,14.2,6.8,1.6,2.5,22.0,18.5,0.8,1.5,2.3,0.089,-2.5,0.4,-2.1,0.0,delebi01,1995
Vlade Divac*,C,26.0,LAL,80,2807,20.5,0.568,0.055,0.399,10.3,22.4,16.3,18.0,2.0,4.3,15.4,20.4,5.3,4.2,9.5,0.162,1.9,2.1,3.9,4.1,divacvl01,1995
James Donaldson,C,37.0,UTA,43,613,7.9,0.628,0.0,0.419,4.1,17.1,10.9,3.1,0.5,3.7,20.1,8.1,0.3,0.7,1.0,0.08,-2.4,0.9,-1.5,0.1,donalja01,1995
Sherman Douglas,PG,28.0,BOS,65,2048,17.0,0.53,0.107,0.385,2.7,7.0,4.8,34.9,2.0,0.1,15.3,22.4,3.2,1.0,4.2,0.099,2.2,-1.1,1.2,1.7,douglsh01,1995
Greg Dreiling,C,32.0,CLE,58,483,7.8,0.458,0.0,0.402,8.0,22.4,15.0,7.5,0.7,3.6,17.2,14.4,-0.2,0.8,0.6,0.059,-7.4,1.5,-5.9,-0.5,dreilgr01,1995
Clyde Drexler*,SG,32.0,TOT,76,2728,22.4,0.577,0.33,0.357,6.3,13.7,10.0,22.1,2.5,1.2,11.5,25.7,8.0,3.7,11.7,0.206,5.3,1.2,6.5,5.9,drexlcl01,1995
Kevin Duckworth,C,30.0,WSB,40,818,9.9,0.475,0.037,0.262,8.9,19.0,13.7,3.7,1.3,2.1,16.5,19.1,-0.7,0.7,0.0,-0.002,-4.4,-1.0,-5.4,-0.7,duckwke01,1995
Chris Dudley,C,29.0,POR,82,2245,10.9,0.424,0.002,0.41,15.6,23.2,19.2,2.1,1.0,4.2,13.3,11.4,0.4,3.7,4.1,0.087,-3.0,0.1,-3.0,-0.6,dudlech02,1995
Joe Dumars*,SG,31.0,DET,67,2544,13.9,0.541,0.348,0.355,2.2,5.1,3.6,23.7,1.5,0.2,16.3,23.6,1.8,-0.1,1.7,0.032,0.5,-2.9,-2.4,-0.3,dumarjo01,1995
Richard Dumas,SF,25.0,PHO,15,167,15.4,0.512,0.014,0.219,12.4,7.6,10.0,6.7,3.0,0.9,10.1,23.1,0.1,0.1,0.3,0.072,-0.9,-0.7,-1.6,0.0,dumasri02,1995
Tony Dumas,SG,22.0,DAL,58,613,8.8,0.465,0.292,0.308,5.3,5.6,5.5,14.2,1.1,0.4,15.0,22.5,-0.2,0.2,0.0,0.0,-3.2,-1.6,-4.8,-0.4,dumasto01,1995
Pat Durham,SF,27.0,MIN,59,852,12.2,0.541,0.11,0.405,5.4,8.1,6.8,10.9,2.2,2.8,13.9,17.4,0.4,0.5,0.9,0.051,-1.6,0.5,-1.2,0.2,durhapa01,1995
Ledell Eackles,SG,28.0,MIA,54,898,12.1,0.518,0.126,0.387,4.2,8.3,6.2,12.6,1.1,0.2,12.2,21.4,0.7,0.4,1.0,0.055,-1.3,-1.6,-2.9,-0.2,eacklle01,1995
Acie Earl,C,24.0,BOS,30,208,6.6,0.409,0.0,0.426,10.4,14.6,12.5,1.4,1.5,2.6,14.8,19.7,-0.4,0.2,-0.2,-0.038,-6.9,-2.0,-8.9,-0.4,earlac01,1995
Blue Edwards,SF,29.0,TOT,67,1112,11.6,0.531,0.191,0.229,5.5,8.5,7.0,10.7,2.0,1.1,15.8,20.5,0.2,1.0,1.2,0.053,-2.0,-0.5,-2.5,-0.1,edwarbl01,1995
Doug Edwards,PF,24.0,ATL,38,212,10.1,0.54,0.021,0.667,10.2,16.3,13.2,9.5,1.3,1.4,26.2,18.0,-0.1,0.3,0.2,0.043,-4.8,-0.1,-4.8,-0.2,edwardo01,1995
James Edwards,C,39.0,POR,28,266,5.4,0.414,0.0,0.205,4.1,14.7,9.1,4.3,1.0,2.2,13.4,16.6,-0.3,0.3,0.0,0.002,-7.1,0.1,-7.0,-0.3,edwarja01,1995
Kevin Edwards,SG,29.0,NJN,14,466,11.7,0.568,0.292,0.273,2.3,6.4,4.3,9.8,2.1,0.7,16.9,19.6,0.2,0.4,0.6,0.061,-1.9,-0.1,-2.0,0.0,edwarke01,1995
Craig Ehlo,SG,33.0,ATL,49,1166,13.9,0.526,0.318,0.168,5.4,9.4,7.3,16.5,2.1,0.4,13.9,20.5,0.8,1.4,2.1,0.088,0.1,0.2,0.3,0.7,ehlocr01,1995
Howard Eisley,PG,22.0,TOT,49,552,6.1,0.43,0.303,0.328,2.7,7.8,5.3,26.4,1.7,0.8,26.4,15.6,-0.7,0.2,-0.5,-0.044,-5.3,-1.4,-6.8,-0.7,eisleho01,1995
Mario Elie,SF,31.0,HOU,81,1896,13.7,0.631,0.413,0.351,3.2,8.4,5.9,14.8,1.7,0.4,15.6,15.8,3.4,1.4,4.8,0.122,0.1,0.0,0.1,1.0,eliema01,1995
Sean Elliott,SF,26.0,SAS,81,2858,16.0,0.587,0.311,0.377,2.6,8.5,5.7,11.3,1.4,0.9,10.8,21.6,5.8,2.9,8.7,0.147,1.8,0.1,1.9,2.8,elliose01,1995
Dale Ellis,SF,34.0,DEN,81,1996,12.9,0.553,0.34,0.164,3.5,9.7,6.7,4.8,1.0,0.3,8.9,20.6,2.4,1.0,3.4,0.083,0.5,-2.0,-1.5,0.2,ellisda01,1995
Harold Ellis,SF,24.0,LAC,69,656,14.4,0.524,0.069,0.619,9.4,6.1,7.9,9.7,5.2,1.3,16.9,19.2,0.1,0.8,0.9,0.066,-2.1,2.5,0.4,0.4,ellisha01,1995
LaPhonso Ellis,PF,24.0,DEN,6,58,13.1,0.434,0.0,0.24,14.9,20.1,17.6,11.1,0.9,6.3,15.3,25.4,0.0,0.1,0.0,0.032,-4.9,0.5,-4.4,0.0,ellisla01,1995
Pervis Ellison,C,27.0,BOS,55,1083,13.3,0.546,0.007,0.33,13.0,20.0,16.4,4.7,1.0,3.4,18.1,16.8,0.7,1.1,1.8,0.08,-2.6,-0.3,-2.9,-0.2,ellispe01,1995
Jo Jo English,SG,24.0,CHI,8,127,7.7,0.481,0.308,0.333,0.9,1.9,1.4,8.0,2.9,0.6,11.8,17.8,0.0,0.2,0.1,0.053,-4.3,1.3,-3.0,0.0,englijo01,1995
Patrick Ewing*,C,32.0,NYK,79,2920,21.9,0.555,0.014,0.386,6.6,27.5,17.4,14.4,1.2,4.1,13.1,30.7,3.1,6.5,9.6,0.157,1.8,1.8,3.5,4.1,ewingpa01,1995
Duane Ferrell,SF,29.0,IND,56,607,12.5,0.549,0.035,0.491,10.2,7.4,8.8,8.3,2.3,0.8,17.0,19.1,0.5,0.7,1.2,0.095,-1.5,0.1,-1.5,0.1,ferredu01,1995
Danny Ferry,PF,28.0,CLE,82,1290,16.0,0.572,0.466,0.168,2.8,11.3,6.9,14.4,1.2,1.4,9.9,22.2,2.3,1.5,3.9,0.144,2.2,0.4,2.6,1.5,ferryda01,1995
Matt Fish,C,25.0,LAC,26,370,10.6,0.516,0.01,0.359,9.6,17.7,13.4,7.2,2.2,1.4,19.0,17.3,-0.1,0.3,0.2,0.03,-4.5,0.2,-4.3,-0.2,fishma01,1995
Vern Fleming,PG,32.0,IND,55,686,14.6,0.551,0.037,0.479,3.6,11.7,7.8,25.7,2.1,0.1,15.9,18.1,1.0,0.9,1.9,0.132,-0.8,1.0,0.2,0.4,flemive01,1995
Sleepy Floyd,SG,34.0,NJN,48,831,6.3,0.427,0.415,0.203,1.0,6.1,3.6,23.2,0.8,0.5,18.1,14.9,-0.5,0.4,-0.2,-0.01,-4.6,-1.6,-6.2,-0.9,floydsl01,1995
Alphonso Ford,SG,23.0,PHI,5,98,0.4,0.238,0.231,0.051,9.4,14.4,11.9,14.1,0.5,0.0,16.7,21.8,-0.5,0.0,-0.4,-0.21,-8.1,-2.9,-11.0,-0.2,fordal01,1995
Greg Foster,PF,26.0,TOT,78,1144,10.1,0.525,0.072,0.349,9.1,18.4,13.8,5.6,0.7,1.8,16.2,17.4,0.1,0.9,1.0,0.042,-3.8,-1.4,-5.2,-0.9,fostegr01,1995
Rick Fox,SF,25.0,BOS,53,1039,16.8,0.573,0.214,0.35,6.7,10.6,8.6,20.9,2.6,1.3,16.1,20.1,1.8,0.9,2.8,0.128,1.1,0.8,1.9,1.0,foxri01,1995
Corey Gaines,SG,29.0,PHI,11,280,7.2,0.492,0.294,0.216,0.4,7.1,3.7,17.9,1.5,0.3,20.0,11.1,0.0,0.1,0.1,0.013,-4.2,0.0,-4.2,-0.1,gaineco01,1995
Kevin Gamble,SF,29.0,MIA,77,1223,16.3,0.567,0.218,0.247,2.7,9.1,5.8,15.9,2.2,0.6,8.9,19.8,2.5,0.9,3.4,0.134,1.0,0.5,1.5,1.1,gamblke01,1995
Winston Garland,PG,30.0,MIN,73,1931,10.1,0.488,0.183,0.273,3.1,7.5,5.3,26.7,1.9,0.5,18.6,13.4,0.6,0.6,1.2,0.03,-2.2,-0.3,-2.6,-0.3,garlawi01,1995
Chris Gatling,PF,27.0,GSW,58,1470,19.5,0.64,0.002,0.488,10.7,22.7,16.7,5.9,1.3,2.4,15.8,21.2,2.6,1.4,3.9,0.129,0.6,-0.5,0.1,0.8,gatlich01,1995
Kenny Gattison,PF,30.0,CHH,21,409,9.2,0.51,0.01,0.51,6.4,15.0,10.9,6.3,0.9,2.6,15.2,16.3,0.0,0.5,0.5,0.055,-4.8,0.5,-4.3,-0.3,gattike01,1995
Matt Geiger,C,25.0,MIA,74,1712,12.9,0.563,0.021,0.295,9.8,18.7,14.1,5.0,1.2,2.3,17.1,17.1,1.1,1.7,2.7,0.077,-2.3,-0.5,-2.8,-0.3,geigema01,1995
Tate George,SG,26.0,MIL,3,8,2.0,0.515,0.333,0.667,14.6,0.0,7.5,0.0,0.0,0.0,34.0,32.5,0.0,0.0,0.0,-0.214,-7.8,-5.8,-13.6,0.0,georgta01,1995
Kendall Gill,SG,26.0,SEA,73,2125,15.2,0.527,0.199,0.244,5.6,10.5,8.1,13.9,2.8,1.0,12.7,22.2,2.0,2.6,4.6,0.103,0.5,0.0,0.5,1.4,gillke01,1995
Armen Gilliam,PF,30.0,NJN,82,2472,18.1,0.562,0.002,0.433,8.5,18.7,13.6,7.2,1.4,2.5,12.4,21.8,3.6,3.0,6.6,0.128,0.7,0.0,0.7,1.7,gilliar01,1995
Greg Graham,SG,24.0,PHI,50,775,9.5,0.492,0.126,0.327,2.8,6.5,4.7,13.7,2.0,0.6,15.8,17.5,-0.1,0.4,0.3,0.02,-3.7,-0.6,-4.3,-0.4,grahagr01,1995
Ron Grandison,PF,30.0,NYK,2,8,18.3,0.25,0.0,0.0,45.7,28.3,36.7,39.7,0.0,0.0,0.0,22.9,0.0,0.0,0.0,0.151,-0.2,-1.0,-1.3,0.0,grandro01,1995
Brian Grant,PF,22.0,SAC,80,2289,16.5,0.546,0.005,0.449,10.7,19.5,15.2,7.4,1.1,3.8,14.4,22.0,1.9,3.4,5.3,0.112,-0.8,0.6,-0.2,1.0,grantbr01,1995
Gary Grant,PG,29.0,LAC,33,470,15.1,0.539,0.096,0.331,1.9,7.2,4.4,32.8,3.1,0.5,18.8,21.7,0.3,0.3,0.6,0.065,-1.5,-0.2,-1.7,0.0,grantga01,1995
Greg Grant,PG,28.0,DEN,14,151,9.1,0.405,0.212,0.364,1.6,5.4,3.6,40.2,2.1,1.0,26.8,15.6,-0.1,0.1,0.0,0.011,-3.1,-1.4,-4.5,-0.1,grantgr01,1995
Harvey Grant,PF,29.0,POR,75,1771,13.2,0.498,0.042,0.235,6.3,12.1,9.1,7.1,1.6,2.2,8.3,17.8,1.7,2.2,4.0,0.108,-1.1,0.9,-0.2,0.8,grantha01,1995
Horace Grant,PF,29.0,ORL,74,2693,16.9,0.593,0.011,0.298,9.8,20.3,15.2,8.9,1.4,2.2,9.6,14.1,6.0,3.5,9.5,0.169,1.4,0.6,2.0,2.7,grantho01,1995
Jeff Grayer,SG,29.0,PHI,47,1098,10.6,0.466,0.039,0.218,6.1,9.7,7.9,11.3,1.3,0.3,11.8,19.3,-0.1,0.5,0.4,0.017,-2.4,-1.5,-3.9,-0.5,grayeje01,1995
A.C. Green,SF,31.0,PHO,82,2687,14.2,0.596,0.206,0.556,8.3,20.4,14.3,6.5,1.0,0.8,12.9,14.2,4.6,2.1,6.7,0.12,0.8,-0.9,-0.1,1.3,greenac01,1995
Tom Gugliotta,SF-PF,25.0,TOT,77,2568,15.2,0.515,0.222,0.301,7.3,18.5,12.9,18.0,2.6,1.7,16.6,19.4,0.8,2.7,3.5,0.065,0.5,1.0,1.5,2.2,guglito01,1995
Andrés Guibert,PF,26.0,MIN,17,167,8.3,0.406,0.085,0.404,11.9,21.1,16.5,9.8,2.5,0.4,17.8,18.4,-0.2,0.2,-0.1,-0.02,-5.2,-1.6,-6.8,-0.2,guibean01,1995
Jack Haley,PF,31.0,SAS,31,117,11.9,0.486,0.016,0.525,8.1,17.5,13.1,2.9,1.3,3.0,14.8,33.1,-0.2,0.2,0.0,0.01,-9.0,-1.3,-10.3,-0.2,haleyja01,1995
Geert Hammink,C,25.0,ORL,1,7,20.1,0.515,0.0,0.667,0.0,31.7,16.3,19.7,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.258,0.9,1.5,2.5,0.0,hammige01,1995
Tom Hammonds,PF,27.0,DEN,70,956,14.7,0.607,0.004,0.681,7.1,20.4,13.9,6.0,0.6,1.1,14.2,18.6,1.7,0.9,2.6,0.129,-1.2,-0.9,-2.1,0.0,hammoto01,1995
Darrin Hancock,SF,23.0,CHH,46,424,11.2,0.554,0.025,0.322,4.1,10.4,7.4,11.6,2.4,0.7,17.8,18.4,-0.1,0.5,0.4,0.049,-3.0,0.7,-2.3,0.0,hancoda01,1995
Anfernee Hardaway,PG,23.0,ORL,77,2901,20.8,0.599,0.218,0.405,5.7,7.5,6.6,28.5,2.3,0.6,16.1,23.7,8.2,2.5,10.7,0.177,4.4,-0.3,4.1,4.5,hardaan01,1995
Tim Hardaway*,PG,28.0,GSW,62,2321,18.3,0.55,0.441,0.286,2.2,6.9,4.5,40.0,1.9,0.4,15.9,24.5,4.4,0.7,5.1,0.105,4.1,-1.5,2.6,2.7,hardati01,1995
Jerome Harmon,SG,25.0,PHI,10,158,10.1,0.413,0.019,0.113,6.6,10.4,8.5,12.4,3.0,0.0,11.2,17.7,-0.1,0.1,0.0,0.009,-3.7,0.5,-3.2,0.0,harmoje01,1995
Derek Harper,PG,33.0,NYK,80,2716,12.6,0.547,0.386,0.254,1.4,6.8,4.2,26.7,1.5,0.3,15.2,16.7,3.2,3.1,6.4,0.113,-0.1,0.3,0.2,1.5,harpede01,1995
Ron Harper,SG,31.0,CHI,77,1536,12.2,0.483,0.224,0.267,3.9,9.9,6.9,15.3,3.3,1.3,15.4,18.8,-0.2,2.6,2.4,0.073,-2.1,1.6,-0.5,0.6,harpero01,1995
Lucious Harris,SG,24.0,DAL,79,1695,15.1,0.548,0.233,0.279,5.1,9.1,7.0,12.1,1.7,0.6,10.1,18.5,3.1,1.0,4.1,0.117,0.8,0.1,0.9,1.3,harrilu01,1995
Tony Harris,SG,27.0,BOS,3,18,17.6,0.585,0.125,1.125,0.0,0.0,0.0,0.0,0.0,0.0,7.7,31.2,0.1,0.0,0.1,0.172,-1.0,-3.5,-4.5,0.0,harrito01,1995
Antonio Harvey,PF,24.0,LAL,59,572,10.3,0.457,0.006,0.256,7.5,12.2,9.9,5.8,1.3,5.0,11.3,16.6,-0.2,0.6,0.4,0.032,-4.3,0.1,-4.2,-0.3,harvean01,1995
Hersey Hawkins,SG,28.0,CHH,82,2731,16.3,0.622,0.368,0.372,2.7,10.5,6.8,15.3,2.4,0.5,13.7,18.5,5.3,3.4,8.7,0.153,1.4,1.1,2.5,3.1,hawkihe01,1995
Steve Henson,PG,26.0,POR,37,380,12.1,0.613,0.605,0.291,0.9,7.2,3.9,31.1,1.2,0.0,23.6,14.1,0.7,0.3,1.0,0.13,-0.7,-0.2,-0.9,0.1,hensost01,1995
Carl Herrera,PF,28.0,HOU,61,1331,11.7,0.548,0.006,0.358,8.9,14.8,12.0,4.9,1.5,2.0,15.8,15.1,0.6,1.5,2.1,0.076,-2.6,-0.1,-2.7,-0.3,herreca01,1995
Rod Higgins,SF,35.0,GSW,5,46,6.1,0.363,0.5,0.333,9.5,7.3,8.4,8.8,1.1,1.5,6.8,13.6,0.0,0.0,0.0,0.003,-4.8,-0.6,-5.3,0.0,higgiro01,1995
Sean Higgins,SF,26.0,NJN,57,735,7.1,0.461,0.286,0.147,3.7,7.8,5.7,6.6,0.7,0.8,10.7,19.5,-0.3,0.4,0.0,0.002,-4.7,-1.8,-6.5,-0.8,higgise01,1995
Grant Hill*,SF,22.0,DET,70,2678,19.0,0.541,0.025,0.48,5.4,14.1,9.7,22.5,2.4,1.7,13.5,24.9,3.7,1.8,5.4,0.097,2.1,-0.1,2.0,2.7,hillgr01,1995
Tyrone Hill,C,26.0,CLE,70,2397,16.8,0.554,0.001,0.572,13.6,26.7,19.9,4.2,1.3,1.4,14.8,20.4,2.7,4.2,6.9,0.138,-0.8,-0.5,-1.3,0.4,hillty01,1995
Donald Hodge,C,25.0,DAL,54,633,8.5,0.461,0.069,0.25,6.5,14.8,10.4,9.5,0.8,1.5,14.7,17.3,-0.1,0.4,0.3,0.026,-4.5,-0.4,-4.9,-0.5,hodgedo01,1995
Jeff Hornacek,SG,31.0,UTA,81,2696,18.6,0.62,0.234,0.344,2.6,6.9,4.9,20.1,2.5,0.5,11.8,20.6,7.2,2.9,10.1,0.179,3.0,0.7,3.8,3.9,hornaje01,1995
